players_id,year_id,avg_velocity,spin_rate,pitch_count,strike_rate
bachmsa01,2023,91.40158227848102,2283.8310810810813,354,0.288135593220339
bacusda01,2020,86.65911111111109,2475.0666666666666,249,0.23694779116465864
baezmi01,2019,91.59846449136276,2136.9710982658958,521,0.2380038387715931
baezmi01,2020,91.42222222222222,2066.5555555555557,138,0.2463768115942029
baezmi01,2022,90.748,2128.28,25,0.16
baezpe01,2017,94.6182282793867,2124.7836456558775,1174,0.26916524701873934
baezpe01,2018,92.74946043165467,2074.1413141314133,1194,0.28224455611390287
baezpe01,2019,91.1632224168126,2123.279579316389,1217,0.2769104354971241
baezpe01,2020,89.85744186046512,1960.8697674418604,459,0.30501089324618735
baezpe01,2021,85.4457627118644,1768.7118644067796,59,0.23728813559322035
baezpe01,2022,85.9821917808219,1792.8450704225352,107,0.22429906542056074
baezsa01,2018,90.7025925925926,2136.463878326996,329,0.22492401215805471
baezsa01,2019,88.08,1885.6,50,0.3
bailean01,2017,88.02168674698795,2743.0,154,0.3051948051948052
bailebr01,2020,87.29072164948454,2373.4329896907216,124,0.24193548387096775
baileho02,2017,90.14685314685315,1857.7337704918032,1575,0.2361904761904762
baileho02,2018,89.36231961517905,1883.8933982683982,1952,0.23616803278688525
baileho02,2019,88.52873440285205,1802.069332355099,2926,0.26452494873547505
baileho02,2020,86.04029850746268,1784.1741293532339,231,0.2813852813852814
bakerbr01,2021,93.53529411764706,2324.470588235294,34,0.2647058823529412
bakerbr01,2022,91.68554913294797,2281.0809248554915,1224,0.28022875816993464
bakerbr01,2023,90.58122065727702,2222.792009400705,907,0.23814773980154355
balazjo02,2023,89.55076530612246,2019.9770408163265,392,0.22704081632653061
baldoal01,2021,88.37581395348835,2223.1023255813952,215,0.23255813953488372
bandaan01,2017,89.93513513513513,2121.864559819413,472,0.2902542372881356
bandaan01,2018,92.71842105263158,2082.4840425531916,238,0.21008403361344538
bandaan01,2019,89.14406779661016,1934.4237288135594,59,0.1694915254237288
bandaan01,2020,87.7820143884892,1864.3381294964029,193,0.29533678756476683
bandaan01,2021,89.22131147540983,1978.2918032786886,654,0.26146788990825687
bandaan01,2022,90.15965189873418,1952.642405063291,632,0.24841772151898733
bandaan01,2023,92.78428571428573,2068.029126213592,287,0.2961672473867596
banksta01,2022,88.87346711259755,2187.694972067039,961,0.27991675338189387
banksta01,2023,87.85795564127288,2221.4276061776063,1068,0.27247191011235955
banuema01,2019,87.45554382259768,2121.8172043010754,1101,0.2670299727520436
banuema01,2022,87.73497652582161,2136.355633802817,852,0.2605633802816901
baragca01,2020,90.78877005347593,2589.9889807162535,374,0.24064171122994651
baragca01,2021,90.83379888268156,2419.319088319088,401,0.2593516209476309
barbajo01,2017,88.7943396226415,2087.5647558386413,529,0.2741020793950851
barbajo01,2018,90.30681818181819,1983.6615384615384,206,0.2087378640776699
bardda01,2020,93.10184757505773,2639.5625,458,0.3078602620087336
bardda01,2021,92.29051918735892,2761.0075642965203,1329,0.3009781790820166
bardda01,2022,93.54901380670611,2619.1078140454997,1020,0.30980392156862746
bardda01,2023,90.89819095477388,2569.3936927772124,1017,0.2704031465093412
bardlu01,2018,88.68095238095238,2793.141025641026,332,0.2469879518072289
bardlu01,2019,89.68312958435209,2760.962913907285,907,0.31091510474090406
bardlu01,2020,89.51392405063292,2742.8714285714286,106,0.33962264150943394
bardlu01,2022,87.93734439834026,2626.753138075314,260,0.26153846153846155
barkelu01,2022,87.12592592592593,1696.3333333333333,75,0.29333333333333333
barlojo01,2021,89.03450549450548,2218.49010989011,455,0.2725274725274725
barlojo01,2022,89.04693140794224,2314.395306859206,606,0.30033003300330036
barlojo01,2023,88.16875,2373.5,228,0.34210526315789475
barlosc01,2018,85.25042372881357,2370.3601694915255,296,0.2939189189189189
barlosc01,2019,87.32760917838638,2381.088715953307,1411,0.2919914953933381
